Unnamed: 0,gender,text,user_id,trivial_gender_mark
34333,female,"""I have deep faith that the principle of the universe will be beautiful and simple."" ~I want to make a shirt and I'm looking for a good quote, I liked this one along with the next couple...all are by Albert Einstein. ""Put your hand on a hot stove for a minute, and it seems like an hour. Sit with a pretty girl for an hour, and it seems like a minute. THAT'S relativity"" ~Any comments? ""Imagination is more important than knowledge."" ~Some of the advice I like to live by... ""There are two ways to live your life. One is as though nothing is a miracle The other is as though everything is a miracle."" --Albert Einstein ~Everything is a miracle...",3655617,0
34371,female,"when i go to sleep at night - i dream. apparently not many 'adults' do. of everyone. of everything. im a prophet. im mad. simply. Yesterday I went to see The Village. M.Night, if you ever need a mistress - though I know you'd NEVER cheat on your wife. I got all gussied up. I got ""checked out."" I checked out a few muffins - I know, I know... save some room for later...*wicked wicked grin*....(when YOU spend years of being sick and average and metamorph into a sex goddess ~ you can tell me to calm down...) People talk about these dreams where their back in school - naked. I have those except I'm not naked, I'm just never wearing pants... ever. I was back in the fourth grade, Mr. VanSteen was at the chalkboard. And there I was with no pants. Essay time, and I'm the dork that likes them. Students take one and pass it back... I've given you a few resource pages about the topic and... begin... I leaf through pages about satellite systems, the internet, how books are made, magazine clippings about the same, I remember looking out the window and seeing other kids playing in the school yard. Your topic: What is the best type of communication? Between two people, human contact is a glorious declaration of our abilty to communicate. ...I turned that in... And... I don't intend on waking up, but I was thinking about putting on some pants.",3655617,0
34586,male,This is my sixth Blog post. I had a good day! I did several very important things. And also things that weren't very important. But they were all very fun. I won't list any of them.,3660667,0
34669,male,The end of my blog? I cannot translate my feelings into words. I've tried but to no avail. If only you could hear what I think. My lips are tired. I don't give them any rest. I am a lunatic. I am a deluded happy fool.,4021683,0
34755,female,"""Republicans for Voldemort"" I saw that at Lilies on a car from Ohio.",2457975,0
34762,female,I have downloaded the Hello thingy and am playing with it. It is good.,2457975,0
34776,female,BeBe (Superbus) likes to help iron. ,2457975,0
34812,female,"Added an interesting blog tonight. It's a group of people ( I assume scientists?) who are in Antarctica. Some really awesome pics. I haven't got a chance to read all the way through the blog yet, so not certain about all of the content. Interesting though.. :)",705850,0
34857,female,"A NEW LOOK Got bored with the old template, but man was it a pain to get everything changed to a new one! Won't do that for awhile :) Enjoy the new look!",705850,0
34958,female,"Nope, she didn't sleep it off. Addmittedly she was only asleep for half an hour. I in the end decided it may be better for me to do a subtle suck up that rather than the conversation o' death but it hasn't worked yet. We're both going out tommorrow so by the time she comes home it should be better. Yes, actually I was very tired at the time. I hadn't really factored it into my level of sin, but now that you mention it... I had just gotten home form camp. Camp tired me out way more than Ontario did, including the time change! I just don't understand how she holds a grudge over something I find so petty. I think it is really a difference in our moral makeup or soemthing that makes her take these things so personally. What really gets me, I am not allowed to get angry at her. No, if I do that, I get in trouble. Double standards is usually Susie's pet peeve (I get stereotypes) but I'm borrowing it for the evening. If I were acting like this for the same reason, I would so be in trouble. In fact, I would be called on having an ""attitude"", ie stereotype, when she is displaying more ""attitude"" than I usually do. It is so bloody frustrating. I am not one to get angry at people. I do not retain anger well. If something pisses me off, I am maybe angry until the end of the night... something has to be pretty drastic to elicit this kind of response out of me. Gargh. As per the beds... Susie is now torn between the Ikea bed and the Sears bed too! They are both genuinly great beds!! I have to somehow sell the old one first though. I put posters up. White metal twin over full bunk bed in near new condition only $60. She said to put sixty so they can bargin us down to fifty. I'm gonna make it an early night to avoid the wrath. It's also time to read more of 1984. Tommorrow, after I come home and hopefuly before mother ges home I'll have time to edit.",3547891,0
34993,female,"aaaaaaaaaaaaaarrrrrrrrrrrrrrrggggggggggggggghhhhhhhhh. waiting for the past hour. where have you been????? grrrrr. terrified. major time terrified. I'll be on blogging hiatus till after exams. To anyone who actually comes here (apart from jean =P), that'll be about mid next month. Dont miss me too much. *yeah right* lol. New TV came today. It's nice. I wanna take part in FEAR FACTOR. To do all that high-pumping stuff. Just, just help me get rid of my problems for that moment, do the stuff and live off the adrenaline for awhile. Like a sort of drug that i need. Before I go, clean forgot about this.... was reminded when i went to visit eu's blog. And again, it's freaking correct, though it's missing some things. Your Existing Situation Unable to exert the efforts to achieve her objectives. Feels neglected, desiring greater security, warm affection, and fewer problems. Your Stress Sources Delights in the tasteful, the gracious, and the sensitive, but maintains her attitude of critical appraisal and refuses to be swept off her feet unless genuineness and integrity can be absolutely vouched for. Therefore keeps a strict and watchful control on her emotional relationships as she must know exactly where she stands. Demands complete sincerity as a protection against her own tendency to be too trusting. Your Restrained Characteristics The situation is preventing her from establishing herself, but she feels she must make the best of things as they are.Wants to broaden her fields of activity and insists that her hopes and ideas are realistic. Distressed by the fear that she may be prevented from doing what she wants; needs both peaceful conditions and quiet reassurance to restore her confidence. Your Desired Objective Urgently in need of rest, relaxation, peace, and affectionate understanding. Feels she has been treated with a lack of consideration and is upset and agitated as a result. Regards her situation as intolerable as long as her requirements are not complied with. Your Actual Problem Needs to protect herself against her tendency to be too trusting, as she finds it is liable to be misunderstood or exploited by others. Is therefore seeking a relationship providing peaceful and understanding intimacy, and in which each knows exactly where the other stands.",1284564,0
35020,female,"So i'm terrible at IRC. I have GOT to improve. I can't even change my nick for goodness sakes! grrr....... Anyway, good job though we lost quite a bit. =S. hehhh. And I'm going to improve my IRC skills till I'm awesome. HMPH! I'm off to bathe now, it's about 7.22 in the morning. Been up since four plus. Then I've got to sort out some ODAC stuff, burn Jo's cd, come up with a math timetable and watch tv. hehhh. Okay, gonna troop off now.",1284564,0
35110,male,"Sigh Where has love gone? Love left, they say Oh, he sighs nothing but love truly matters everything else has become nothing existence loses meaning Why did love go? She thought you were gone another sigh he had gone away a time ago left her behind, it wasn't his choice Why didn't she hold on? Love couldn't wait, they respond he tired of them and their answers leaving the group he had known for years as he walked, he thought about all the good Love had done about how Love brought such elation sighing comes again and then he screamed atop his lonely knoll all were watching him scrutinizing his irrationality his return was to mark occasion all were meant to be joyous and they were, save him without Love, he was lost sigh Love promised she would wait just another broken, he guessed deserted and silent, he sat still atop that lonely knoll waiting forever till Love returned he violently awoke a dream, a nightmare more ghastly than any other but a dream nonetheless he gave way down the stairs ran out the door stopping only when he reached the knoll Love was there, waiting for him he looked upon her with undeserving eyes thankful Love was still his nevertheless, he was afraid knowing the dream could come to be yet he was glad Love was here now Don't dwell on what may come, he thought Enjoy her now, before sad times come You didn't need to come, he said. But I needed you, Love replied He smiled at her and then he sighed",1764573,0
35145,male,"thanks glass of water next to my bed. you've always been there for me. i forgot to thank viv, karen, and joy for the awesome time at spectrum on wednesday. so...thank you.",1764573,0
35163,male,"i don't think i could tell you how much i want you to keep holding on; so don't worry about that. life is good, and i feel great. - Eels my thumbs hurt so bad this morning...stupid broom. life is too short, but high school is sure as hell way too long. Have fun and enjoy reading flaming poetry.- Joseph Laqui; written the 5th of March, 2003 (very first post on poetic_dragon)",1764573,1
35170,female,"Yoz... tml CA!!! Very sian lohz... time passes so quickly, this is the week 6 since sch starts. No confidence at all. Actually i thought of studying after sch today. BUT BUT that idiot teacher wants us to stay back for economis tutorial and the worst is it starts at 4 !!!!!!!!!! My lesson ends at 1 leh. waaa....waaa..... i don't want. i now statistics lab tutorial. very very sian... somemore i very hungry. no strength.... can go your house sat or sun to return you things? yoru...",4161002,0
35203,male,"She gives me the fattest hard-on. How I wish I could dry-hump her. Yes, I am very, very ashamed. -chuck- ...or eat limes...",4168109,0
35242,female,"Such a little bitch, boo hoo. Here's a habit I'd like to break. I feel asleep during HULK dvd. She offends me, that actress. No one just playing someone interesting's girlfriend should get Oscar. Oscar should go to the bold. Or a new award, named Rita. He kisses like a diet Coke feels. Empty? Low calorie, maybe. Silver. Metallic. Get a tic tac or take a hint. Must we play The Clash whenever you're feeling frisky? OOOOOOh OOOOOOh guns of brixton. Friday Night's are allright for fighting also. Now I'm in the middle of a young boy's dream, don't wake me up too soon. Sox win!",1251358,0
35248,female,But for how long? I'll watch the very end of the game. And then Zoolander .,1251358,0
35265,female,"Seriously! Welcome back, me.",1251358,0
35359,female,"From the homily Deacon Michael was preaching again today. The part of the homily I found most memorable was when he remarked that in a few minutes, we would be enacting the scene from the first reading: gathering around the Lamb of God in our earthly liturgy as the victorious ones in Heaven do in the Heavenly Liturgy. This is not original, of course, but it is something we need to be reminded of continually. There's a good book on this subject, by Dr. Scott Hahn .",942828,0
35372,female,"V.I.P. or Very Important Passage.... ""Conscience has rights because it has duties; but in this age, with a large portion of the public, it is the very right and freedom of conscience to dispense with conscience, to ignore a Lawgiver and Judge, to be independent of unseen obligations. It becomes a licence to take up any or no religion, to take up this or that and let it go again, to go to church, to go to chapel, to boast of being above all religions and to be an impartial critic of each of them. Conscience is a stern monitor, but in this century it has been superseded by a counterfeit, which the eighteen centuries prior to it never heard of, and could not have mistaken for it, if they had. It is the right of self-will. "" - Venerable John Henry Newman, C.O., from A Letter Addressed to the Duke of Norfolk on Occasion of Mr. Gladstone's Recent Expostulation ....published in 1875 ! IMHO, except for the 'eighteen centuries' part, this could have been written now rather than 127 years ago.",942828,0
35379,female,"St. Philip Post- Part Nine Santa Maria in Vallicella This incident helped Philip see just how vulnerable the ministry of the Oratory was. At San Giovanni, one man had kept the entire ministry from being destroyed, while at San Girolamo they were dependant on the goodwill of the confraternity. Without having a church and a house of their own, the work of the Oratory could be stopped by the whims of outsiders. Also, the numbers of young men who wanted to follow Philip's way of life in community was growing, and it was decided that having a permanent place of their own was a necessity. After the community had looked into several possibilities, the Holy Father suggested that they take over the church of Santa Maria in Vallicella. It was located near the crowded center of Rome, and particularly close to the Papal Court. As many members of the Court, including a great many Cardinals, were now coming to Philip for advice and sometimes for Confession, the Pope believed having Philip in close proximity would be a good thing. Unfortunately, Santa Maria in Vallicella was a tiny, dilapidated church, and it was decided that it should be torn down and replaced. This was done and construction on the new Santa Maria in Vallicella was begun in1575. While the first Mass was offered in February of 1577, construction on parts of the church continued until after Philip's death. Since it was replacing the former building, it became known as the 'New Church' or 'Chiesa Nuova'. The church is still generally called the Chiesa Nuova ,even though it is now over 400 years old. At the same time, the community was canonically recognized. After the Chiesa Nuova was available for Mass, members moved into various houses in the area. The first official assembly of the Congregation of the Oratory took place March 15, 1577, in the church itself. On May 8, 1577, Philip was officially elected ""Provost"", or superior, of the community. From the beginning, the crucial feature of having all the members vote on important matters was present. There were still problems. The Oratory had some trouble keeping vocations, partly because of a lack of housing. Another problem was that while the rest of the community had settled in around the new church, Philip was reluctant to leave San Girolamo, where he had lived for so long. It took six years and an order from the Holy Father to get Philip to move, and he continued to visit San Girolamo until he died. St. Philip Neri Quotes: ""Let young men be cheerful, and indulge in the recreations proper to their age, provided they keep out of the way of sin."" ""Nothing is more dangerous for beginners in the spiritual life than to want to play the master, and to guide and convert others."" ""There is nothing the devil fears so much, or so much tries to hinder, as prayer."" ""If God be with us, then there is no one else left to fear.""",942828,0
35400,female,"Whew ! I republished my archives, and they came back. Thanks for the tip, Shawn !",942828,0
35401,female,"What gives ? OK, what happened to my archives ?",942828,0
35404,female,"Now this is strange ...... Lady of Shalott blogged on this story. I'm somewhat less of a hawk than many in St. Blog's, but all this is doing is making the peace movement look stupid. How clueless can parents and teachers get ?",942828,0
35415,female,Now this is funny... Found briefcase . Thanks to One Pilgrim's Walk for this one.,942828,0
35417,female,"Jeff Miller is cool. When I posted a link to this picture and asked what could possess someone to build a church which looks like that, he sent me some great comments. ""I think that your word""possessed"" is aptly chosen. It used to be churches made you think of heaven and not hell."" ""That church is also an example of what happens when a young architect is deprived of Legos."" Mr. Miller has a wonderful blog, which can be found here , as well as on a link on the sidebar of this blog.",942828,0
35424,female,"From the homily Fr. Joseph was the celebrant at noon Mass today. He had a lot of interesting points in his homily. One point dealt with one of the ways in which today's Gospel reading from St. Luke differs from the parallel text in St. Matthew which we heard on Sunday. It has a setting the other lacks, in that Our Lord is said to be ""going to Jerusalem"" as He teaches this particular parable, and St. Luke's account of the first Palm Sunday follows it immediately. Just as the other citizens in the parable protest that they do not want the nobleman to be their King, so the people of Jerusalem, egged on by the chief priests and elders, will turn against the Son of God and reject His Kingship. ""They chose Caesar over Christ the King."" How often we are tempted to do this ourselves !",942828,0
35427,female,"This brings back memories... Gregg the Obscure posts about a dog showing up during Mass. Back when I was in college, the Catholic campus ministry had to celebrate several of the Sunday Masses in an auditorium, since the secular university's chapel was far too small for the number of people who would come on Sunday. Apparently, one of the professors was often in the building on Sundays, because his dog, a huge black Standard Poodle named Balzac, would turn up outside the auditorium door after Mass Sunday after Sunday, trying to cadge doughnuts from people. He was usually thwarted though, since his owner had attached a cardboard sign to his collar which read, ""Hi ! My name is Balzac, and I'm a bit silly. Please do not feed me, since I will overeat and then get sick."" Balzac came to Mass occasionally, but unlike the Golden Retriever in this above post, he didn't saunter down the nave, since there was no nave. He either paced back and forth just inside the door or barrelled down the auditorium steps like a curly-haired freight train,either of which was distracting, to say the least. One of the students would have to tug on his collar a bit and get him to go back outside until Mass was over. Fortunately, this did not happen often. This was over ten years ago, and doubtless Balzac has since gone wherever good, if sometimes goofy, dogs go. I hope his end was kind. He was a sweetheart, if a bit overenthusiastic about food !",942828,0
35446,female,"Music at noon Mass Processional Hymn: ""All Hail the Power of Jesus' Name"" Offertory: ""Christus Vincit""- Ambrosian Chant Communion: ""Ave Domine"" - Ludwig Senfl (1490-1543) Recessional Hymn: ""To Jesus Christ, Our Sovereign King""",942828,0
35447,female,"Significant Posts I've started to give links to some of my more important posts. I'm going to try to get more listed there soon... most importantly, the posts on St. Philip and on the Pittsburgh Oratory....",942828,0
35478,female,"Quote ""Well, here comes Christmas ! That astonishing thing that no 'commercialism' can in fact defile-unless you let it.""- J.R.R. Tolkien to Michael Tolkien, December 19, 1962, The Letters of J.R.R. Tolkien",942828,0
35521,female,"Quote for the day ""The hour is finished-we may say the same of the year; but the time to do good is not finished."" - St. Philip Neri",942828,0
35536,female,"A problem with G.K. Chesterton Things he uses as examples of reductio ad absurdum are now being outdone by reality. Take this passage from ""The Everlasting Man"", where G.K.C. discusses the horror of the Carthginian Empire: ""These highly civilised people really met together to invoke the blessing of heaven on their empire by throwing hundreds of their infants into a large furnace. We can only realise the combination by imagining a number of Manchester merchants with chimney-pot hats and mutton-chop whiskers, going to church every Sunday at eleven o'clock to see a baby roasted alive. "" Compare it with this monstrosity apparently being shown in Chesterton's own country now.",942828,0
35546,female,"Giving the term ""dead-letter"" a whole new spin A bill collecting agency goes after a saint who went to her reward in the 700's. Thanks to Mirabilis.ca for the link.",942828,0
35562,female,"I've never been much of a fan of Mark Twain.... and this doesn't help. Politics aside, (I'm rather ambivalent on the Iraq situation) the man has a singularly inapt quote. As the invocation, he has: ""God the all-terrible! Thou who ordainest! Thunder thy clarion and lightning thy sword! "" I happen to be familiar with those lines. They are a slight misquote of the beginning of a hymn which we sing here on a regular basis: ""God the Omnipotent ! King Who ordainest/ Thunder Thy clarion, the lightning Thy sword/ Show forth Thy pity on high where Thou reignest/ Give to us peace in our time, O Lord. "" Hardly lines from a sabre-rattler, don't you think ?",942828,0
35588,female,"Now this is just dandy... Up in Canada, eight Anglican parishes are in trouble with their bishop. Why ? Because they hold to the traditional Christian teaching on sexual perversion. Yet another illustration of Neuhaus's Law... where orthodoxy is optional, sooner or later orthodoxy will be proscribed.....",942828,0
35618,female,"Interesting post over at Video meliora, proboque; Deteriora sequor , on being half-Irish, half-German. Hmm. My ancestry is half-Irish, not-quite-half-Welsh, one-sixteenth Italian. My love of vocal music, both listening to it and singing it, is an obvious inheritance from my forebears in Cymru. And, unfortunately, all three ethnicities are known for having explosive tempers !",942828,0
35634,female,"Amazing I got a e-mail from Sandra Miesel, in which she said that she likes my blog !",942828,0
35648,female,"Third paragraph from the handout... ""Anger, the sister of envy, is to be resisted as an unworthy adjunct of pride, feeding as it does on the resentment of envy until the violence inherent in envy breaks out in physical and emotional cruelty, psychological pain, rage, assaults and even murder, the viciousness of the tongue, insulting, abusing, cursing and swearing to inflict damage, and many other terrible combinations of hatred, including hatred at a social level producing war, civil strife, and dissention. Such anger should be rejected in favor of meekness, that gentlest of virtues, which does not mean being a milk-sop, but being obedient to the will of God for peace. Meekness requires the courage to promote harmony out of strife, reconciliation out of emnity, communion out of dissention, agreement out of conflict. It means standing firm for God, for peace, and as such not return blow for blow.""",942828,0
35651,female,Very thoughful post by Kevin Miller on theology and heresy .,942828,0
35666,female,It's only a cartoon... but at least one of the characters has good taste .,942828,0
35681,female,"I hold no brief for PETA but it is discouraging that a network is trying to boost its ratings by subjecting animals to unnecessary degradation . At least when people degrade themselves on television, it's usually with their own consent. I also resent the fact that Fear Factor made picking up domestic rats a test of courage, as if they were some type of dangerous wild beast. Even worse, apparently a lot of these ill-informed contestants picked up the baby rats by the tip of the tail. This is painful, and can lead to 'skinning' , in which the skin rips off of the tail, leaving it a bloody mess which has to be amputated to prevent infection. One of my rats accidentally injured her tail, and about half of it had to be amputated. It was traumatic for both of us, and ever since then hearing about people who pick up rats by the tail makes me angry. Now if we were talking, say, puppies or kittens, it never would have happened....",942828,0
35694,female,"Kyrie, eleison on whoever is responsible for this .",942828,0
35798,female,No computer tommorow and so no blogging.,942828,0
35926,female,"Prayer request Prayers for Fr. Bryan would be welcome. He was invited down to southern Texas by the Fathers of the Pharr Oratory, to give the commencement speech at the high school run by the Fathers there. Unfortunately, he is recovering from a bout of laryngitis, and his voice is still somewhat weak. The graduation is tommorow. ( He will, of course, be coming back soon afterwards, so as to be home for St. Philip's Day...)",942828,0
35932,female,This is funny! Great post by Jennifer over at What's Brewing . ( Single readers may be particularly appreciative.....),942828,0
35936,female,"Catholic Educator's Resource Center has two articles about Sigrid Undset, and one article by her.",942828,0
35938,female,"Interesting article in The Times (of London) Online . I am not a Tridentine Rite partisan, as I have never been to such a Mass, but I find the dismissive attitude of the one priest puzzling. If the interest in this type of liturgy is so very low- 5%, 1%- why not let it be more widely available ? Surely something with such little support will wither away on its own ? The ""young fogeys"" statement sounds, IMHO, like the remark of someone who is afraid of competition..... Of course, if the current English liturgy had better translations, and if certain men celebrating it were less inclined to make it ""relaxed, contemporary, a bit jazzy.."", competing with the Tridentine folks would be much less of a problem... Thanks to Mr. Esguerra for the link.",942828,0
36004,female,"Prayer is, of course, the most important thing we can do for our priests.",942828,0
36033,female,Interesting posts on campus ministry and such over at Pro Deo et Patria .,942828,0
36065,female,"Sad... In this case, an abortion caused two fatalities rather than one. . Link courtesy of Mark Shea.",942828,0
36100,female,"Caveat vendor Man Sells Fake Bronze, Gets Paid in Counterfeit Link courtesy of ibidem",942828,0
36101,female,"Ok, I got the signature fixed... Anybody have a clue why Blogger is putting big spaces in certain posts ?",942828,0
36111,female,"Remember my link to Mr. Serafin's post on converts ? Well, here's another: a man who was just ordained to the priesthood in my diocese.",942828,0
36249,female,"From The Letters of J.R.R. Tolkien An excerpt from a letter , dated September, 1995, in reply to a reader who took exception to the archaism of some of the language in The Two Towers .... ""Take an example from the chapter that you specially singled out (and called terrible) : Book iii, 'The King of the Golden Hall'. ' ""Nay, Gandalf !"" said the King. ""You do not know your own skill in healing. It shall not be so. I myself will go to war, to fall in the front of the battle, if it must be. Thus shall I sleep better. "" ' That is a fair sample- moderated or watered archaism. Using only words that are still used or known to the educated, the King would really have said: ' Nay, thou (n)wost not thine own skill in healing. It shall not be so. I myself will go to war, to fall...' etc. I know well enough what a modern would say. ' Not at all, my dear G. You don't know your own skill as a doctor. Things aren't going to be like that. I shall go to the war, in person, even if I have to be one of the first casualities. ' and then what ? Th&eacute;oden would certainly think, and probably say, 'thus shall I sleep better !' But people who think like that just do not talk a modern idiom. You can have 'I shall lie easier in my grave' or 'I should sleep sounder in my grave like that rather than if I stayed at home' - if you like. But there would be an insincerity of thought, a disunion of word and meaning. For a King who spoke a modern idiom would not really think in such terms at all, and any reference to sleeping quietly in the grave would be a deliberate archaism on his part (however worded) far more bogus than the actual 'archaic' English that I have used. "" And from the same letter.... ""I am sorry to find you affected by the extraordinary 20th C. delusion its usages per se and simply as 'contemporary'- irrespective of whether they are terser, more vivid ( or even nobler !)- have some peculiar validity above those of all other times, so that not to use them (even when quite unsuitable in tone) is a solecism, a gaffe, a thing at which one's friends shudder or feel hot in the collar. Shake yourself out of this parochialism of time ! Also (not to be too donnish about it) learn to distinguish between the bogus and the genuine antique- as you would if you hoped not to be cheated by a dealer ! """,942828,0
36260,female,I pray that David Warren finds a faithful welcome. . Link courtesy of Midwest Conservative Journal,942828,0
36271,female,"From the homily Fr. David was the celebrant at the 10 am mass today. The part of the homily I remember best was the point that while Our Lord in the Gospel had to stress that one cannot be defiled by what goes into our bodies, but what comes out of our hearts, today many of us are under the even worse ( I believe he used the word 'diabolical' ) delusion that nothing defiles us. He then proceeded to go through the list given in the Gospel, and our current sugarcoatings for them. ""Unchastity is a 'lifestyle'. Greed is ' planning for retirement'. Murder is 'reproductive freedom' and 'compassion for the terminally ill.' The most deadly sins of all, pride and arrogance, hide under the label 'self-esteem'. """,942828,0
36321,female,"Please pray for ""Renee and Danny"" two children mentioned in this heartbreaking post by Bill White. (WARNING: ONE PROFANITY IN THE LINKED POST) (UPDATE: Mr. White has replaced the word in question. )",942828,0
36373,female,In the 'better late than never' department Mr. Mills at Mere Comments posts on the official turnaround of the Southern Baptist Convention on the murder of the unborn.,942828,0
36385,female,Cool ! The Confederation website now has pictures from the foundation of the new Oratory in Seville-Blanco Paloma !,942828,0
36438,female,Is anybody else worried ... that this bit of parody sounds way too plausible ?,942828,0
36481,female,Posts like this one make me thank God for the Oratory . No one would dare sing that kind of nonsense here.,942828,0
36489,female,"The Rat of the Week over at the Rat Fan Club is one tough cookie, as a certain snake found out to its loss.",942828,0
36500,female,"Sorry the blogging has been so light... Real Life has intervened in various ways. I may or may not blog tommorow, as I will be traveling out to Loretto, Pennsylvania to attend the Solemn Profession and Veiling of my friend, Sr. Claire Benedicta of the Cross, O.C.D. Prayers for her would be most welcome.",942828,0
36518,female,Sorry about the sparse blogging lately... Real Life has been keeping me away from the computer.,942828,0
36605,female,"The January 2004 First Things is now online. I was particularly struck by this short article by Fr. Neuhaus. A New York Times story refers to the war in Sudan as a 'pet cause of many American religious conservatives.'Imagine, writes Allen Hertzke, political scientist at the University of Oklahoma, the Times describing the plight of Soviet Jewry as a 'pet cause' of American Jews or apartheid in South Africa as a 'pet cause' of African Americans. For twenty years, the civil war in Sudan has killed two million people, displaced five million, and revived the slave trade. The war is between the Islamic regime in Khartoum and the mainly Christian south of Sudan. Under intense pressure from Christian human rights groups in this country, a pact has recently been signed that may end the war. One might think that would be headline news, but it is buried in the back pages, if it is reported at all. After all, it is only a pet cause of religious conservatives.",942828,0
36621,female,"The Feast of St. Paul Miki, S.J., and Companions, Marytrs is today. There is information on St. Paul Miki here and on the rest of these incredible witnesses to Christ here. ""The only reason for my being killed is that I have taught the doctrine of Christ. I thank God it is for this reason that I die. I believe that I am telling the truth before I die. I know you believe me and I want to say to you all once again: Ask Christ to help you become happy. I obey Christ. After Christ's example, I forgive my persecutors. I do not hate them. I ask God to have pity on all, and I hope my blood will fall on my fellow men as a fruitful rain.""- Saint Paul Miki, S.J.",942828,0
36661,female,"Interesting new article.. over at Christendom Awake : MAKING MEN DISPENSABLE:BIOTECHNOLOGY, THE MEDIA, AND THE FATE OF THE MALE (WARNING: NOT FOR CHILDREN!)",942828,0
36677,female,I saw the movie last night... and I'm still collecting my thoughts. I will blog on it later.,942828,0
36724,female,"OK, I'm used to Jeff Miller cracking me up.... but now Dave Armstrong is doing it too ! (Numbers 5 and 8 on the Unitarian list are my favorites... )",942828,0
36730,female,"A bit of a discouraging note... I received an e-mail from a reader in Toronto that the Cardinal there has not always been as spineful as the post from yesterday would indicate. Ah, well, here's to praying that those days of weakness are over and the Church has another true champion in the making !",942828,0
36762,female,Yet another article... which shows evidence that one of the Church's more unpopular teachings makes sense even by secular standards.,942828,0
36765,female,Interesting article.. by Alice Von Hildebrand... In Defense of Feelings .,942828,0
